threshold,input_length_days,washout_days,algo,shuffle,n_train,n_val,train_positive_after_shuffle,val_positive_after_shuffle,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier
4,14,0,lr,1,712,184,50,1,0.717391304347826,0.0,0.0,0.0,0.4808743169398907,0.010416666666666666,0.2538474578761627
4,14,0,lr,2,712,184,50,1,0.5869565217391305,0.0,0.0,0.0,0.48633879781420764,0.010526315789473684,0.38574886760809746
4,14,0,lr,3,712,184,50,1,0.6739130434782609,0.01639344262295082,1.0,0.03225806451612903,0.819672131147541,0.029411764705882353,0.3117360272458386
4,14,0,lr,4,712,184,50,1,0.7336956521739131,0.02,1.0,0.0392156862745098,0.819672131147541,0.029411764705882353,0.2401939170725741
3,14,7,lr,0,665,184,48,1,0.7989130434782609,0.0,0.0,0.0,0.07650273224043713,0.0058823529411764705,0.1915765897034825
3,14,7,lr,1,665,184,48,1,0.8532608695652174,0.0,0.0,0.0,0.07103825136612019,0.005847953216374269,0.1381796548841473
3,14,7,lr,2,665,184,48,1,0.7010869565217391,0.0,0.0,0.0,0.360655737704918,0.00847457627118644,0.26950618459185527
3,14,7,lr,3,665,184,48,1,0.6684782608695652,0.0,0.0,0.0,0.02732240437158473,0.00558659217877095,0.30329739233384706
3,14,7,lr,4,665,184,48,1,0.8152173913043478,0.0,0.0,0.0,0.31693989071038253,0.007936507936507936,0.1792195737257404
2,14,7,xgb,0,664,184,51,1,0.9891304347826086,0.0,0.0,0.0,0.21857923497267762,0.006944444444444444,0.03341098406229785
2,14,7,xgb,1,664,184,51,1,0.9619565217391305,0.0,0.0,0.0,0.9016393442622951,0.05263157894736842,0.03824966144428557
2,14,7,xgb,2,664,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.8688524590163934,0.04,0.013436899895849855
2,14,7,xgb,3,664,184,51,1,0.9836956521739131,0.0,0.0,0.0,0.3825136612021858,0.008771929824561403,0.03043104915761774
2,14,7,xgb,4,664,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.7322404371584699,0.02,0.01125714657334256
2,14,14,xgb,0,615,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.3005464480874317,0.007751937984496124,0.01082507856561451
2,14,14,xgb,1,615,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.09836065573770492,0.006024096385542169,0.0062140076745251915
2,14,14,xgb,2,615,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.7103825136612022,0.018518518518518517,0.00595757225335876
2,14,14,xgb,3,615,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.5573770491803278,0.012195121951219513,0.006367617549271914
2,14,14,xgb,4,615,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.4590163934426229,0.01,0.005750954281251092
2,14,0,lr,0,713,184,51,1,0.9945652173913043,0.0,0.0,0.0,0.3114754098360656,0.007874015748031496,0.005434886113345322
2,14,0,lr,1,713,184,51,1,0.75,0.0,0.0,0.0,0.18579234972677594,0.006666666666666667,0.24038343097401033
2,14,0,lr,2,713,184,51,1,0.6358695652173914,0.014705882352941176,1.0,0.028985507246376812,0.7650273224043715,0.022727272727272728,0.3532161251068144
2,14,0,lr,3,713,184,51,1,0.8369565217391305,0.0,0.0,0.0,0.7377049180327868,0.02040816326530612,0.13848982395293516
2,14,0,lr,4,713,184,51,1,0.6630434782608695,0.0,0.0,0.0,0.4972677595628415,0.010752688172043012,0.31407388654570073
3,3,14,rf,0,785,217,53,1,0.8940092165898618,0.0,0.0,0.0,0.8518518518518519,0.030303030303030304,0.07324290481592215
3,3,14,rf,1,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.962962962962963,0.1,0.04734765624588004
3,3,14,rf,2,785,217,53,1,0.9354838709677419,0.0,0.0,0.0,0.9236111111111112,0.05555555555555555,0.06507094930105568
3,3,14,rf,3,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.2222222222222222,0.005917159763313609,0.054585136366941386
3,3,14,rf,4,785,217,53,1,0.9032258064516129,0.0,0.0,0.0,0.02777777777777779,0.004739336492890996,0.11024974030177358
2,3,0,xgb,0,963,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.23611111111111116,0.006024096385542169,0.010627332088832351
2,3,0,xgb,1,963,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.8333333333333334,0.02702702702702703,0.005963803126167213
2,3,0,xgb,2,963,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.625,0.012195121951219513,0.007446967054578942
2,3,0,xgb,3,963,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.40740740740740744,0.007751937984496124,0.006766857006658077
2,3,0,xgb,4,963,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.1342592592592593,0.005319148936170213,0.007447089292741337
2,14,14,lr,0,615,184,51,1,0.8043478260869565,0.0,0.0,0.0,0.27322404371584696,0.007462686567164179,0.18334674662198028
2,14,14,lr,1,615,184,51,1,0.8858695652173914,0.0,0.0,0.0,0.2295081967213115,0.007042253521126761,0.11134269289477178
2,14,14,lr,2,615,184,51,1,0.4945652173913043,0.010638297872340425,1.0,0.021052631578947368,0.8633879781420765,0.038461538461538464,0.4726855791089899
2,14,14,lr,3,615,184,51,1,0.9021739130434783,0.0,0.0,0.0,0.5792349726775956,0.01282051282051282,0.08376162687922
2,14,14,lr,4,615,184,51,1,0.9130434782608695,0.0,0.0,0.0,0.8524590163934426,0.03571428571428571,0.08002039176487268
4,3,0,xgb,0,962,217,54,1,0.9032258064516129,0.0,0.0,0.0,0.1527777777777778,0.005434782608695652,0.06687348710612903
4,3,0,xgb,1,962,217,54,1,0.967741935483871,0.0,0.0,0.0,0.06018518518518523,0.004901960784313725,0.03971858717878207
4,3,0,xgb,2,962,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.9953703703703703,0.5,0.013917968641125485
4,3,0,xgb,3,962,217,54,1,0.9400921658986175,0.0,0.0,0.0,0.6574074074074074,0.013333333333333334,0.0369087002756934
4,3,0,xgb,4,962,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.4305555555555556,0.008064516129032258,0.021682243985507107
2,14,7,lr,0,664,184,51,1,0.75,0.0,0.0,0.0,0.05464480874316935,0.005747126436781609,0.22669692124931945
2,14,7,lr,1,664,184,51,1,0.8804347826086957,0.0,0.0,0.0,0.7759562841530054,0.023809523809523808,0.11769229473477008
2,14,7,lr,2,664,184,51,1,0.8152173913043478,0.02857142857142857,1.0,0.05555555555555555,0.994535519125683,0.5,0.17031520256843014
2,14,7,lr,3,664,184,51,1,0.717391304347826,0.0,0.0,0.0,0.20218579234972678,0.006802721088435374,0.2651851925636682
2,14,7,lr,4,664,184,51,1,0.7717391304347826,0.023255813953488372,1.0,0.045454545454545456,0.7923497267759563,0.02564102564102564,0.22143859352876283
3,7,0,lr,0,854,203,49,1,0.9014778325123153,0.0,0.0,0.0,0.07920792079207917,0.0053475935828877,0.09722211591783443
3,7,0,lr,1,854,203,49,1,0.8571428571428571,0.0,0.0,0.0,0.29702970297029707,0.006993006993006993,0.11910424232860098
3,7,0,lr,2,854,203,49,1,0.5812807881773399,0.0,0.0,0.0,0.05940594059405946,0.005235602094240838,0.3980436140020801
3,7,0,lr,3,854,203,49,1,0.729064039408867,0.0,0.0,0.0,0.5544554455445545,0.01098901098901099,0.2287237215303086
3,7,0,lr,4,854,203,49,1,0.812807881773399,0.02564102564102564,1.0,0.05,0.8613861386138613,0.034482758620689655,0.17602243617007662
4,7,7,lr,0,783,203,51,1,0.7192118226600985,0.017241379310344827,1.0,0.03389830508474576,0.9801980198019802,0.2,0.2713707249079454
4,7,7,lr,1,783,203,51,1,0.7635467980295566,0.0,0.0,0.0,0.05693069306930698,0.005208333333333333,0.20079430681966773
4,7,7,lr,2,783,203,51,1,0.39408866995073893,0.0,0.0,0.0,0.00990099009900991,0.004975124378109453,0.5842056704206416
4,7,7,lr,3,783,203,51,1,0.5615763546798029,0.011111111111111112,1.0,0.02197802197802198,0.8465346534653465,0.03125,0.4163364770155998
4,7,7,lr,4,783,203,51,1,0.9261083743842364,0.0,0.0,0.0,0.20297029702970293,0.006172839506172839,0.05893358488218323
4,3,14,lr,0,789,217,54,1,0.7327188940092166,0.0,0.0,0.0,0.49537037037037035,0.00909090909090909,0.2471484079465072
4,3,14,lr,1,789,217,54,1,0.7880184331797235,0.0,0.0,0.0,0.7824074074074073,0.020833333333333332,0.18500847224177613
4,3,14,lr,2,789,217,54,1,0.8755760368663594,0.0,0.0,0.0,0.5648148148148149,0.010526315789473684,0.10293417900602862
4,3,14,lr,3,789,217,54,1,0.7188940092165899,0.016129032258064516,1.0,0.031746031746031744,0.9768518518518519,0.16666666666666666,0.2589515800050804
4,3,14,lr,4,789,217,54,1,0.7603686635944701,0.0,0.0,0.0,0.10185185185185186,0.005128205128205128,0.21205142171972938
4,7,0,lr,0,856,203,51,1,0.9556650246305419,0.0,0.0,0.0,0.14851485148514854,0.005780346820809248,0.042665114105755186
4,7,0,lr,1,856,203,51,1,0.9113300492610837,0.0,0.0,0.0,0.8118811881188118,0.02564102564102564,0.0781903154259706
4,7,0,lr,2,856,203,51,1,0.8325123152709359,0.0,0.0,0.0,0.5643564356435644,0.011235955056179775,0.14603065263595782
4,7,0,lr,3,856,203,51,1,0.7142857142857143,0.01694915254237288,1.0,0.03333333333333333,0.8168316831683169,0.02631578947368421,0.27167110816880224
4,7,0,lr,4,856,203,51,1,0.5566502463054187,0.0,0.0,0.0,0.08910891089108908,0.005405405405405406,0.408004252287597
2,3,0,lr,0,963,217,55,1,0.6543778801843319,0.013157894736842105,1.0,0.025974025974025976,0.7685185185185185,0.0196078431372549,0.3048732647029824
2,3,0,lr,1,963,217,55,1,0.9354838709677419,0.0,0.0,0.0,0.43981481481481477,0.00819672131147541,0.0487678005238461
2,3,0,lr,2,963,217,55,1,0.6912442396313364,0.0,0.0,0.0,0.18518518518518523,0.005649717514124294,0.2679453765250471
2,3,0,lr,3,963,217,55,1,0.8202764976958525,0.0,0.0,0.0,0.2129629629629629,0.005847953216374269,0.14808168141095665
2,3,0,lr,4,963,217,55,1,0.9124423963133641,0.0,0.0,0.0,0.6435185185185186,0.01282051282051282,0.07326457870999975
2,7,0,lr,0,857,203,52,1,0.5467980295566502,0.0,0.0,0.0,0.5495049504950495,0.010869565217391304,0.36801214595888015
2,7,0,lr,1,857,203,52,1,0.9556650246305419,0.0,0.0,0.0,0.004950495049504955,0.0049504950495049506,0.027959368416584536
2,7,0,lr,2,857,203,52,1,0.8571428571428571,0.0,0.0,0.0,0.25742574257425743,0.006622516556291391,0.11157626679335489
2,7,0,lr,3,857,203,52,1,0.6798029556650246,0.0,0.0,0.0,0.5198019801980198,0.01020408163265306,0.25923385675386995
2,7,0,lr,4,857,203,52,1,0.9261083743842364,0.0,0.0,0.0,0.6683168316831682,0.014705882352941176,0.06969215328289834
3,3,0,xgb,0,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.18981481481481477,0.005681818181818182,0.009391321803075588
3,3,0,xgb,1,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.824074074074074,0.02564102564102564,0.006684504385154036
3,3,0,xgb,2,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.20370370370370372,0.005780346820809248,0.008191960000044617
3,3,0,xgb,3,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.28240740740740744,0.00641025641025641,0.006962933470981669
3,3,0,xgb,4,961,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.42592592592592593,0.008,0.010889525243023657
3,7,7,lr,0,777,203,49,1,0.5073891625615764,0.0,0.0,0.0,0.0,0.0049261083743842365,0.47616987137595884
3,7,7,lr,1,777,203,49,1,0.9605911330049262,0.0,0.0,0.0,0.26732673267326734,0.006711409395973154,0.034014062741856185
3,7,7,lr,2,777,203,49,1,0.8916256157635468,0.0,0.0,0.0,0.4257425742574258,0.008547008547008548,0.10561325264603029
3,7,7,lr,3,777,203,49,1,0.8029556650246306,0.0,0.0,0.0,0.16831683168316836,0.005917159763313609,0.18179354435365494
3,7,7,lr,4,777,203,49,1,0.8325123152709359,0.0,0.0,0.0,0.2821782178217822,0.00684931506849315,0.15528592106046135
3,7,0,xgb,0,854,203,49,1,0.9655172413793104,0.0,0.0,0.0,0.0,0.0049261083743842365,0.025791057492641052
3,7,0,xgb,1,854,203,49,1,0.9753694581280788,0.0,0.0,0.0,0.7301980198019802,0.017857142857142856,0.01847733067460183
3,7,0,xgb,2,854,203,49,1,0.9852216748768473,0.0,0.0,0.0,0.05940594059405946,0.005235602094240838,0.029503773830666925
3,7,0,xgb,3,854,203,49,1,0.8620689655172413,0.0,0.0,0.0,0.7821782178217822,0.022222222222222223,0.09824492835981474
3,7,0,xgb,4,854,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.6980198019801981,0.016129032258064516,0.017893964136061844
2,7,0,xgb,0,857,203,52,1,0.9753694581280788,0.0,0.0,0.0,0.5445544554455446,0.010752688172043012,0.038594489631034984
2,7,0,xgb,1,857,203,52,1,0.9901477832512315,0.0,0.0,0.0,0.08168316831683164,0.0053475935828877,0.019977430561418597
2,7,0,xgb,2,857,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.707920792079208,0.016666666666666666,0.02195089695346956
2,7,0,xgb,3,857,203,52,1,0.8916256157635468,0.0,0.0,0.0,0.8910891089108911,0.043478260869565216,0.08691126436838842
2,7,0,xgb,4,857,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.3168316831683168,0.007194244604316547,0.014323216974522901
3,3,0,lr,0,961,217,53,1,0.6728110599078341,0.0,0.0,0.0,0.13888888888888884,0.0053475935828877,0.28781088809959654
3,3,0,lr,1,961,217,53,1,0.8894009216589862,0.0,0.0,0.0,0.7175925925925926,0.016129032258064516,0.09328990786133315
3,3,0,lr,2,961,217,53,1,0.5483870967741935,0.0,0.0,0.0,0.1620370370370371,0.005494505494505495,0.3757237865207937
3,3,0,lr,3,961,217,53,1,0.7695852534562212,0.0,0.0,0.0,0.20833333333333337,0.005813953488372093,0.185334830094666
3,3,0,lr,4,961,217,53,1,0.783410138248848,0.0,0.0,0.0,0.7731481481481481,0.02,0.17651297285821724
2,3,7,lr,0,867,217,55,1,0.8847926267281107,0.0,0.0,0.0,0.8055555555555556,0.023255813953488372,0.09702479565340945
2,3,7,lr,1,867,217,55,1,0.8433179723502304,0.0,0.0,0.0,0.09722222222222221,0.00510204081632653,0.14838729631091369
2,3,7,lr,2,867,217,55,1,0.847926267281106,0.0,0.0,0.0,0.5046296296296297,0.009259259259259259,0.13936112428022876
2,3,7,lr,3,867,217,55,1,0.9170506912442397,0.0,0.0,0.0,0.09722222222222221,0.00510204081632653,0.0697217189505059
2,3,7,lr,4,867,217,55,1,0.8940092165898618,0.0,0.0,0.0,0.4629629629629629,0.008547008547008548,0.09860893313607547
3,3,7,lr,0,871,217,53,1,0.8940092165898618,0.0,0.0,0.0,0.5833333333333333,0.01098901098901099,0.09036984719911594
3,3,7,lr,1,871,217,53,1,0.7741935483870968,0.02,1.0,0.0392156862745098,0.8518518518518517,0.030303030303030304,0.21195382638971527
3,3,7,lr,2,871,217,53,1,0.7511520737327189,0.01818181818181818,1.0,0.03571428571428571,0.9027777777777778,0.045454545454545456,0.21106304503997414
3,3,7,lr,3,871,217,53,1,0.8018433179723502,0.0,0.0,0.0,0.1527777777777778,0.005434782608695652,0.17081736032938127
3,3,7,lr,4,871,217,53,1,0.8248847926267281,0.0,0.0,0.0,0.7592592592592593,0.018867924528301886,0.1158231185742322
2,7,7,lr,0,773,203,52,1,0.7438423645320197,0.018867924528301886,1.0,0.037037037037037035,0.7772277227722773,0.021739130434782608,0.20865297514614153
2,7,7,lr,1,773,203,52,1,0.916256157635468,0.0,0.0,0.0,0.6732673267326733,0.014925373134328358,0.07301769453586303
2,7,7,lr,2,773,203,52,1,0.9507389162561576,0.09090909090909091,1.0,0.16666666666666666,0.9851485148514852,0.25,0.04793915496076356
2,7,7,lr,3,773,203,52,1,0.896551724137931,0.0,0.0,0.0,0.7079207920792079,0.016666666666666666,0.08583052120687736
2,7,7,lr,4,773,203,52,1,0.9507389162561576,0.0,0.0,0.0,0.8316831683168316,0.02857142857142857,0.03939451789624478
3,7,7,xgb,0,777,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.5495049504950495,0.010869565217391304,0.01054590307950664
3,7,7,xgb,1,777,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.8564356435643564,0.03333333333333333,0.009346508962531737
3,7,7,xgb,2,777,203,49,1,0.9753694581280788,0.0,0.0,0.0,0.698019801980198,0.016129032258064516,0.018900817116028572
3,7,7,xgb,3,777,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.896039603960396,0.045454545454545456,0.007449480925899959
3,7,7,xgb,4,777,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.8762376237623762,0.038461538461538464,0.005596551200085186
3,3,14,lr,0,785,217,53,1,0.8064516129032258,0.0,0.0,0.0,0.40740740740740744,0.007751937984496124,0.18555272160612718
3,3,14,lr,1,785,217,53,1,0.9124423963133641,0.0,0.0,0.0,0.8726851851851852,0.034482758620689655,0.08539945133976352
3,3,14,lr,2,785,217,53,1,0.6682027649769585,0.0,0.0,0.0,0.5763888888888888,0.010752688172043012,0.3009453622079794
3,3,14,lr,3,785,217,53,1,0.7235023041474654,0.0,0.0,0.0,0.2222222222222222,0.005917159763313609,0.24238872746122483
3,3,14,lr,4,785,217,53,1,0.8064516129032258,0.023255813953488372,1.0,0.045454545454545456,0.8518518518518519,0.030303030303030304,0.17674526430092594
4,3,7,xgb,0,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.861111111111111,0.027777777777777776,0.005688950285440387
4,3,7,xgb,1,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.27314814814814814,0.006329113924050633,0.006455908385158704
4,3,7,xgb,2,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.712962962962963,0.015873015873015872,0.014169613523055822
4,3,7,xgb,3,876,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.625,0.012195121951219513,0.010398930093638539
4,3,7,xgb,4,876,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.41435185185185186,0.0078125,0.008202485005837909
2,3,14,lr,0,783,217,55,1,0.8755760368663594,0.0,0.0,0.0,0.10648148148148151,0.005154639175257732,0.09203835499278534
2,3,14,lr,1,783,217,55,1,0.815668202764977,0.0,0.0,0.0,0.21527777777777773,0.005847953216374269,0.1424714084383459
2,3,14,lr,2,783,217,55,1,0.9078341013824884,0.0,0.0,0.0,0.33101851851851855,0.00684931506849315,0.07751078476686937
2,3,14,lr,3,783,217,55,1,0.8894009216589862,0.0,0.0,0.0,0.5787037037037037,0.010869565217391304,0.0895615409768387
2,3,14,lr,4,783,217,55,1,0.9815668202764977,0.0,0.0,0.0,0.41666666666666663,0.007874015748031496,0.01786829990471977
2,3,7,xgb,0,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.9722222222222222,0.14285714285714285,0.00682563879265638
2,3,7,xgb,1,867,217,55,1,0.9815668202764977,0.0,0.0,0.0,0.07407407407407407,0.004975124378109453,0.02789666640212788
2,3,7,xgb,2,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.1620370370370371,0.005494505494505495,0.008604487300231793
2,3,7,xgb,3,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.11111111111111116,0.0051813471502590676,0.007269085394721964
2,3,7,xgb,4,867,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.8472222222222222,0.029411764705882353,0.005948002380789293
4,7,14,xgb,0,723,203,51,1,0.9753694581280788,0.0,0.0,0.0,0.6138613861386139,0.012658227848101266,0.028452953565888325
4,7,14,xgb,1,723,203,51,1,0.9605911330049262,0.0,0.0,0.0,0.8811881188118812,0.04,0.041459994612385226
4,7,14,xgb,2,723,203,51,1,0.9704433497536946,0.0,0.0,0.0,0.5594059405940595,0.011111111111111112,0.018183982694228894
4,7,14,xgb,3,723,203,51,1,0.9852216748768473,0.0,0.0,0.0,0.504950495049505,0.009900990099009901,0.02476876337366838
4,7,14,xgb,4,723,203,51,1,0.9901477832512315,0.0,0.0,0.0,0.43069306930693074,0.008620689655172414,0.0258526754079174
2,7,7,xgb,0,773,203,52,1,0.9507389162561576,0.0,0.0,0.0,0.10396039603960394,0.005494505494505495,0.043612211213461635
2,7,7,xgb,1,773,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.6287128712871287,0.013157894736842105,0.016790930990228867
2,7,7,xgb,2,773,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.8960396039603961,0.045454545454545456,0.01392420077815946
2,7,7,xgb,3,773,203,52,1,0.9408866995073891,0.0,0.0,0.0,0.2722772277227723,0.006756756756756757,0.047958393062950036
2,7,7,xgb,4,773,203,52,1,0.9753694581280788,0.0,0.0,0.0,0.7277227722772277,0.017857142857142856,0.011588184075660417
4,3,14,xgb,0,789,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.8402777777777778,0.027777777777777776,0.005424345718051975
4,3,14,xgb,1,789,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.6296296296296297,0.012345679012345678,0.0071137172160488015
4,3,14,xgb,2,789,217,54,1,0.9907834101382489,0.0,0.0,0.0,0.7407407407407407,0.017543859649122806,0.010489681080829698
4,3,14,xgb,3,789,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.43981481481481477,0.00819672131147541,0.010002189619071462
4,3,14,xgb,4,789,217,54,1,0.9953917050691244,0.0,0.0,0.0,0.375,0.007352941176470588,0.006637735812638404
2,7,14,lr,0,716,203,52,1,0.8423645320197044,0.030303030303030304,1.0,0.058823529411764705,0.8762376237623762,0.038461538461538464,0.12548800702767535
2,7,14,lr,1,716,203,52,1,0.8719211822660099,0.037037037037037035,1.0,0.07142857142857142,0.8762376237623762,0.038461538461538464,0.11657634130548439
2,7,14,lr,2,716,203,52,1,0.7536945812807881,0.0196078431372549,1.0,0.038461538461538464,0.8118811881188118,0.02564102564102564,0.2155222463784841
2,7,14,lr,3,716,203,52,1,0.5911330049261084,0.0,0.0,0.0,0.28712871287128716,0.006896551724137931,0.35781229969975786
2,7,14,lr,4,716,203,52,1,0.5270935960591133,0.010309278350515464,1.0,0.02040816326530612,0.9554455445544554,0.1,0.40863074029315416
3,7,14,xgb,0,717,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.9603960396039604,0.1111111111111111,0.009634841045393739
3,7,14,xgb,1,717,203,49,1,0.9901477832512315,0.0,0.0,0.0,0.2178217821782178,0.006289308176100629,0.011236989084860777
3,7,14,xgb,2,717,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.6435643564356436,0.0136986301369863,0.008038236186231713
3,7,14,xgb,3,717,203,49,1,0.9950738916256158,0.0,0.0,0.0,0.905940594059406,0.05,0.0050868227163407805
3,7,14,xgb,4,717,203,49,1,0.9753694581280788,0.0,0.0,0.0,0.1732673267326733,0.005952380952380952,0.012962052372692476
3,3,7,xgb,0,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.712962962962963,0.015873015873015872,0.010270086065231674
3,3,7,xgb,1,871,217,53,1,0.9907834101382489,0.0,0.0,0.0,0.4699074074074074,0.008620689655172414,0.008070211394459407
3,3,7,xgb,2,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.736111111111111,0.017241379310344827,0.005680940007401676
3,3,7,xgb,3,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.18518518518518523,0.005649717514124294,0.010151752024721775
3,3,7,xgb,4,871,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.36111111111111116,0.007194244604316547,0.007270553144723337
3,7,14,lr,0,717,203,49,1,0.8571428571428571,0.0,0.0,0.0,0.6782178217821782,0.015151515151515152,0.12374322176196617
3,7,14,lr,1,717,203,49,1,0.8472906403940886,0.0,0.0,0.0,0.0,0.0049261083743842365,0.1498879165309124
3,7,14,lr,2,717,203,49,1,0.9359605911330049,0.0,0.0,0.0,0.26732673267326734,0.006711409395973154,0.060840908001916605
3,7,14,lr,3,717,203,49,1,0.8866995073891626,0.0,0.0,0.0,0.3465346534653465,0.007518796992481203,0.1042362774088209
3,7,14,lr,4,717,203,49,1,0.6305418719211823,0.0,0.0,0.0,0.49504950495049505,0.009708737864077669,0.3352547075074635
2,3,14,xgb,0,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.31018518518518523,0.006666666666666667,0.008708461712522679
2,3,14,xgb,1,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.6458333333333334,0.01282051282051282,0.006190804332577553
2,3,14,xgb,2,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.5949074074074074,0.011235955056179775,0.0059783318328999495
2,3,14,xgb,3,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.3287037037037037,0.00684931506849315,0.010719573768715952
2,3,14,xgb,4,783,217,55,1,0.9953917050691244,0.0,0.0,0.0,0.6990740740740741,0.015151515151515152,0.00958949831564711
3,3,14,xgb,0,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.6851851851851851,0.014492753623188406,0.00717403133483517
3,3,14,xgb,1,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.736111111111111,0.01694915254237288,0.006646335366924521
3,3,14,xgb,2,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.775462962962963,0.02,0.007083912603831281
3,3,14,xgb,3,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.1342592592592593,0.005319148936170213,0.005971179369788684
3,3,14,xgb,4,785,217,53,1,0.9953917050691244,0.0,0.0,0.0,0.03240740740740744,0.004761904761904762,0.015582449824664144
4,7,14,lr,0,723,203,51,1,0.7635467980295566,0.0,0.0,0.0,0.5297029702970297,0.010416666666666666,0.1508137242546308
4,7,14,lr,1,723,203,51,1,0.5320197044334976,0.010416666666666666,1.0,0.020618556701030927,0.8564356435643564,0.03333333333333333,0.26715909149801065
4,7,14,lr,2,723,203,51,1,0.8226600985221675,0.0,0.0,0.0,0.20792079207920788,0.006211180124223602,0.10810298510224509
4,7,14,lr,3,723,203,51,1,0.5911330049261084,0.0,0.0,0.0,0.16831683168316836,0.005917159763313609,0.23589452717171824
4,7,14,lr,4,723,203,51,1,0.7635467980295566,0.0,0.0,0.0,0.6584158415841584,0.014285714285714285,0.1599522433600952
2,7,14,xgb,0,716,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.8762376237623762,0.038461538461538464,0.005055430629438864
2,7,14,xgb,1,716,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.07920792079207917,0.0053475935828877,0.005504253532137602
2,7,14,xgb,2,716,203,52,1,0.9950738916256158,0.0,0.0,0.0,0.48514851485148514,0.009523809523809525,0.006294014050922293
2,7,14,xgb,3,716,203,52,1,0.9901477832512315,0.0,0.0,0.0,0.6633663366336634,0.014492753623188406,0.015298980305128095
2,7,14,xgb,4,716,203,52,1,0.9852216748768473,0.0,0.0,0.0,0.504950495049505,0.009900990099009901,0.011935283331042929
